episode_number,date_episode_published,data_set,year_elligible_for_best_of,duration_in_minutes,episode_type,episode_title,guests_and_characters_from_wikipedia_semicolon_delimited,synopsis_and_segments,fandom_wikia_suffix,best_of_rank,weight_flat,weight_inverse,weight_linear,is_on_best_of_boolean
729,2021-10-25,training,2021,100,regular,Beethovens 5th,Edgar Wright;Bobby Moynihan as Jonathan Biting;Dan Lippert as Ian Appaloosa,,https://comedybangbang.fandom.com/wiki/Beethoven%27s_5th:_F*ck_the_Fourth,,1.0,0.500,0.900,FALSE
730,2021-10-28,training,2021,74,regular,Solo Bolo Hallowolo,Ben Schwartz;Nick Wiger as Leo Carpazzi,Solo Bolo Olympic Song Challenge,https://comedybangbang.fandom.com/wiki/Solo_Bolo_Hallowolo,,1.0,0.500,0.900,FALSE
731,2021-11-01,training,2021,120,regular,Nutshell Yourself,"Jason Mantzoukas;Andy Daly as Byron Denniston, Hot Dog, and Dalton Wilcox",,https://comedybangbang.fandom.com/wiki/Nutshell_Yourself,12,1.0,0.500,0.900,TRUE
732,2021-11-08,training,2021,104,regular,Pause and Respond,Laurie Kilmartin;Matt Apodaca as Albert Roe;Lily Sullivan as Sammy Samantha;Jacquis Neal as Justin the Pickup Artist,,https://comedybangbang.fandom.com/wiki/Pause_and_Respond,,1.0,0.500,0.900,FALSE
733,2021-11-15,training,2021,86,regular,City Limit Beans,Weird Al Yankovic;Tim Baltz as Maurice Flatbottom;Vic Michaelis as Morgan Weeston-Smythe,,https://comedybangbang.fandom.com/wiki/City_Limit_Beans,,1.0,0.500,0.900,FALSE
734,2021-11-22,training,2021,92,regular,Elderly Whisperer,Aisling Bea;Paul F. Tompkins as Lord Andrew Lloyd Webber;Madeline Walter as Brenda Tattletale,,https://comedybangbang.fandom.com/wiki/Elderly_Whisperer,,1.0,0.500,0.900,FALSE
735,2021-11-29,training,2022,85,regular,The Calvins Triplets vs. The Baxter Triplets,Taran Killam as Bever Hopox and Quita Baxter;Paul Brittain as Chico Hands and Tanya Baxter;Ryan Gaul as Bisby St. Hancock and Candide Baxter,,https://comedybangbang.fandom.com/wiki/The_Calvins_Triplets_vs._The_Baxter_Triplets,12,1.0,1.000,0.969,TRUE
736,2021-12-06,training,2022,71,regular,Potato Fambly,Jimmy Pardo;Danielle Koenig;Suzi Barrett as Uggams the Potato;Joey Greer as Mickey Babyboy,,https://comedybangbang.fandom.com/wiki/Potato_Fambly,,1.0,1.000,0.969,FALSE
737,2021-12-13,training,2022,133,hoilday,2021 Holiday Spectacular,Paul F. Tompkins as Mike the Janitor;Shaun Diston as Mike Ruby;Tim Baltz as Randy Snutz;Jessica McKenna as Dagmar the Small;Will Hines as Bennett Quints;Carl Tart as Chief;Dan Lippert as Michael Lindsay-Hogg;Mary Holland as Crapy the Reindeer;Matt Apodaca as Albert Roe,,https://comedybangbang.fandom.com/wiki/2021_Holiday_Spectacular,13,1.0,1.000,0.969,TRUE
738,2022-01-03,training,2022,80,regular,Three Doctors...Oh No,Ben Schwartz as himself and Dr. Sturgeon the Rock n Roll Surgeon;Katie Dippold as Dr. Yvette Victor;Gil Ozeri as Dr. Sweetchat the Small Talk Robot,,https://comedybangbang.fandom.com/wiki/Three_Doctors%E2%80%A6Oh_No,1,1.0,1.000,0.969,TRUE
739,2022-01-10,training,2022,75,regular,"Oi Noi, BB Bridgers!",Lily Sullivan as Bicky;Carl Tart as MC Sugar Butt and Italiano Jones;Ego Nwodim as Pastor Pasta,,"https://comedybangbang.fandom.com/wiki/Oi_Noi,_BB_Bridgers!",8,1.0,1.000,0.969,TRUE
740,2022-01-17,training,2022,100,regular,A Bar Mangled Manor,Paul F. Tompkins as Alimony Tony;Dave Theune as Robby Delmuda;Toni Charline as Max the Dog,,https://comedybangbang.fandom.com/wiki/A_Bar_Mangled_Manor,,1.0,1.000,0.969,FALSE
741,2022-01-24,training,2022,81,regular,Podcast Rescue,Roy Wood Jr.;Devin Field as Ron Snapper;Zeke Nicholson as Bone Queef;Vic Michaelis as Willadeene Marie Bates,,https://comedybangbang.fandom.com/wiki/Podcast_Rescue,,1.0,1.000,0.969,FALSE
742,2022-01-31,training,2022,106,regular,Wain Packaged Foods,David Wain;Dan Lippert as Bill Walton;Ele Woods as Amber Bolt,,https://comedybangbang.fandom.com/wiki/Wain_Packaged_Foods,,1.0,1.000,0.969,FALSE
743,2022-02-07,training,2022,89,regular,Over/Under,David Cross;Tim Baltz as Antonio Lambrinidis;Lisa Gilroy as Dickie Donnelly,,https://comedybangbang.fandom.com/wiki/Over/Under,,1.0,1.000,0.969,FALSE
744,2022-02-14,training,2022,105,regular,The Three White Amigos and Dart,Ego Nwodim as Scapegoat Smith;Will Hines as Jonas Kings;Matt Apodaca as Dude Fiero,,https://comedybangbang.fandom.com/wiki/The_Three_White_Amigos_and_Dart,,1.0,1.000,0.969,FALSE
745,2022-02-21,training,2022,93,regular,McGruff the Grind Dog,Anders Holm;Shaun Diston as McGruff the Crime Dog;Jacquis Neal as Justin,,https://comedybangbang.fandom.com/wiki/McGruff_the_Grind_Dog,,1.0,1.000,0.969,FALSE
746,2022-02-28,training,2022,108,regular,James Bond Dolls for Sale,Langston Kerman;Paul F. Tompkins as Al A. Peterson;Matt Gourley as himself and P.A.I.G.E.;Townland,,https://comedybangbang.fandom.com/wiki/James_Bond_Dolls_for_Sale,14,1.0,1.000,0.969,TRUE
747,2022-03-07,training,2022,99,regular,Honky Tonk Badonkalonk Weekend,John Gemberling as Winston Carmel;Joe Wengert as Dr. Kevin Kenwait;Raiza Licea as Phoebe Chi Chi Roo,,https://comedybangbang.fandom.com/wiki/Honky_Tonk_Badonkalonk_Weekend,,1.0,1.000,0.969,FALSE
748,2022-03-14,training,2022,71,regular,Twink Christ,Lennon Parham as Dr. Helma Plinkton;Jacob Wysocki as Barry Bunbuster Barryball;Madeline Walter as Eileen Dogg,,https://comedybangbang.fandom.com/wiki/Twink_Christ,,1.0,1.000,0.969,FALSE
749,2022-03-21,training,2022,95,regular,Time Loop,DArcy Carden;Vic Michaelis as Emma Simon Knee-Keller;Matt Apodaca as Ricky Johnson,,https://comedybangbang.fandom.com/wiki/Time_Loop,,1.0,1.000,0.969,FALSE
750,2022-03-28,training,2022,94,regular,The Pool Duel-Over,"Jason Mantzoukas;Andy Daly as Byron Denniston, Hot Dog, and Dalton Wilcox;Paul F. Tompkins as The Griz, Brock Lovett, Al A. Peterson, JW Stillwater, and Shimmy",,https://comedybangbang.fandom.com/wiki/The_Pool_Duel-Over:_Part_Duel,5,1.0,1.000,0.969,TRUE
751,2022-04-04,training,2022,88,regular,From Candy Boy to TV Boy,Adam Scott;Will Hines as Thomas Mashed-Potatoes;Suzi Barrett as Mariska Beenaboutta,,https://comedybangbang.fandom.com/wiki/From_Candy_Boy_to_TV_Boy,,1.0,1.000,0.969,FALSE
752,2022-04-10,training,2022,89,special,Wet Day Special,Paul F. Tompkins as himself and Spike Minksalmon;Drew Tarver as Ike Minksalmon;Ryan Gaul as Doug Gropes,,https://comedybangbang.fandom.com/wiki/Wet_Day_Special,2,1.0,1.000,0.969,TRUE
753,2022-04-17,training,2022,88,regular,Grilling with the Zouks,Natasha Leggero;Lily Sullivan as Kayla Dickie;Mike Hanford as Adjacent Mantzoukas;Peter Banifaz as Dr. Anthony Fauci,,https://comedybangbang.fandom.com/wiki/Grilling_with_the_Zouks,,1.0,1.000,0.969,FALSE
754,2022-04-24,training,2022,82,regular,Top Letterboxd Reviews,Claudia ODoherty;Carl Tart as O.J. Simpson;Brad Evans as Kelvin;Nick Ciarelli as Travis,,https://comedybangbang.fandom.com/wiki/Top_Letterboxd_Reviews,,1.0,1.000,0.969,FALSE
755,2022-05-01,training,2022,132,anniversary,The 13th Anniversary Show!,Dan Lippert as Bill Walton;Stars;Paul F. Tompkins as Big Chunky Bubbles;Lily Sullivan as Francesca Bolognese;Tim Baltz as Richie Castlebaum;Ego Nwodim as Pastor Pasta;Shaun Diston as Garry the Gardener;Will Hines as Keith Stanley,,https://comedybangbang.fandom.com/wiki/The_13th_Anniversary_Show!,9,1.0,1.000,0.969,TRUE
756,2022-05-09,training,2022,93,regular,Water Ghost Rules,Jonah Ray;Zac Oyama as Tim Bullock;Ego Nwodim as Bathina Salts;Heather Anne Campbell as Cynthia Blake,,https://comedybangbang.fandom.com/wiki/Water_Ghost_Rules,,1.0,1.000,0.969,FALSE
757,2022-05-16,training,2022,98,regular,Warning Jeans,Edi Patterson as Bean Dip;Ben Rodgers as Brooke Flagstaff;Devin Field as Jack Persimmons,,https://comedybangbang.fandom.com/wiki/Warning_Jeans,,1.0,1.000,0.969,FALSE
758,2022-05-23,training,2022,111,regular,Previous Partons,Paul F. Tompkins as Cal Solomon;Lisa Gilroy as Peanut Parton;James Mannion as Alan Stubbs,,https://comedybangbang.fandom.com/wiki/Previous_Partons,7,1.0,1.000,0.969,TRUE
759,2022-05-30,training,2022,85,regular,Hot Sauce Reunion,"Ben Schwartz;Gil Ozeri as himself, Irving Sardinas, and Gabriel Sardinas;Adam Pally as himself and Bro",,https://comedybangbang.fandom.com/wiki/Hot_Sauce_Reunion,3,1.0,1.000,0.969,TRUE
760,2022-06-06,training,2022,84,regular,The Four Questions,Andy Richter;Jon Gabrus as Gino Lombardo;Vic Michaelis as Susie Tewman;Casey Feigh as Young Scott,,https://comedybangbang.fandom.com/wiki/The_Four_Questions,,1.0,1.000,0.969,FALSE
761,2022-06-13,training,2022,92,regular,Plumbing Wars,Shaun Diston as Franky Flush;Lily Sullivan as Lena Dunne Homme;Ronnie Adrian as Jack Lusty,,https://comedybangbang.fandom.com/wiki/Plumbing_Wars,,1.0,1.000,0.969,FALSE
762,2022-06-20,training,2022,79,regular,Beef Bank,Ryan Rosenberg as Craig Zlist aka Fishy;Monika Smith as Ethel B. Dumphrey;Dave Theune as Ernie Schrempf and Mick Hall,,https://comedybangbang.fandom.com/wiki/Beef_Bank,,1.0,1.000,0.969,FALSE
763,2022-06-27,training,2022,97,regular,Star Toon Cartoon,Jack Quaid as himself and Dr. John;Paul F. Tompkins as Brock Lovett and Shimmy;Tawny Newsome as Tierna and Lisa,,https://comedybangbang.fandom.com/wiki/Star_Toon_Cartoon,22,1.0,1.000,0.969,TRUE
764,2022-07-04,training,2022,74,regular,iFrasier,Jon Daly as Kelsey Grammer;Dan Lippert as Superman;Ryan Gaul as Tobias Boothby,,https://comedybangbang.fandom.com/wiki/IFrasier,,1.0,1.000,0.969,FALSE
765,2022-07-11,training,2022,82,regular,Pirate Ship Energy,Adam Pally as himself and Johnny Depp;Jon Gabrus as himself and Gino Lombardo;Ben Rodgers as Jack Furz;Lisa Gilroy as Bethany Waterbottle,,https://comedybangbang.fandom.com/wiki/Pirate_Ship_Energy,10,1.0,1.000,0.969,TRUE
766,2022-07-18,training,2022,87,regular,Kushtopia,Howard Kremer;Brett Morris;Will Hines as Hughie Chism;Jacob Wysocki as Mr. Toots,,https://comedybangbang.fandom.com/wiki/Kushtopia,,1.0,1.000,0.969,FALSE
767,2022-07-25,training,2022,85,regular,Fourdom,Paul F. Tompkins as himself and Jarles;Lauren Lapkus as herself and Carmine DeLonge;Mary Holland as Haney Dilf,,https://comedybangbang.fandom.com/wiki/Fourdom,11,1.0,1.000,0.969,TRUE
768,2022-08-01,training,2022,103,regular,Scatch a Rising Star,Patton Oswalt;Suzi Barrett as Ellen Norton-Simon Harris-Finley Finister;Dave Theune as Dean Hormel;Peter Banifaz as Johnny Scat,,https://comedybangbang.fandom.com/wiki/Scatch_a_Rising_Star,,1.0,1.000,0.969,FALSE
769,2022-08-08,training,2022,82,regular,Cowbell Saul,Bob Odenkirk;James Austin Johnson as Bobby Flay;Carl Tart as Italiano Jones,,https://comedybangbang.fandom.com/wiki/Cowbell_Saul,,1.0,1.000,0.969,FALSE
770,2022-08-15,training,2022,84,regular,She-Garbage People,Tatiana Maslany;Paul F. Tompkins as Obi Ron Kenobi;Caitlin Reilly as Lucy Bukater,,https://comedybangbang.fandom.com/wiki/She-Garbage_People,16,1.0,1.000,0.969,TRUE
771,2022-08-22,training,2022,107,regular,Bean Time with Silversun Pickups,Silversun Pickups;Will Hines as Keith Keith;Matt Apodaca as Officer Marshal Sergeant;Ele Woods as Maximo Tootie,,https://comedybangbang.fandom.com/wiki/Bean_Time_with_Silversun_Pickups,,1.0,1.000,0.969,FALSE
772,2022-08-29,training,2022,79,regular,Half-Wonka/Half-Loompa,Bridger Winegar;Paul F. Tompkins as The Pie Minister and Shimmy;Lamar Woods as Dre Wonka,,https://comedybangbang.fandom.com/wiki/Half_Wonka/Half_Loompa,,1.0,1.000,0.969,FALSE
773,2022-09-05,training,2022,98,regular,Olafer Only,Adam Scott;Matt Besser as Olafs Middle Part;Monika Smith as Harvey the Truth Seeker;Toni Charline as Martha the Medium,,https://comedybangbang.fandom.com/wiki/Olafer_Only,,1.0,1.000,0.969,FALSE
774,2022-09-12,training,2022,79,regular,InFletchtion,Jon Hamm;Lily Sullivan as Bridget Jones;Devin Field as Steve Spinx,,https://comedybangbang.fandom.com/wiki/InFletchtion,17,1.0,1.000,0.969,TRUE
775,2022-09-19,training,2022,92,regular,Operation Double Decoy,Jason Mantzoukas;Andy Daly as Byron Denniston;Paul F. Tompkins as The Griz,,https://comedybangbang.fandom.com/wiki/Operation_Double_Decoy,4,1.0,1.000,0.969,TRUE
776,2022-09-22,training,2022,93,live,"Live from The Paramount Theatre, Austin TX 08/06/2022",Paul F. Tompkins as Chesley Sully Sullenberger;Carl Tart as MC Sugar Butt;Dan Lippert as Todd Padre,,"https://comedybangbang.fandom.com/wiki/2022_Tour,_Austin",,1.0,1.000,0.969,FALSE
777,2022-09-26,training,2022,86,regular,Postal Opposites,Rachel Bloom;James Mannion as Chris Orchard;Matt Apodaca as Albert Roe,,https://comedybangbang.fandom.com/wiki/Postal_Opposites,,1.0,1.000,0.969,FALSE
778,2022-10-03,training,2022,87,regular,Celebrity Auction List,Dan Wilson;Paul Rust as Cecil Sotheby;Christine Bullen as Myrtle McGee;Charlie McCrackin as Cordwood Pete Bunyan,,https://comedybangbang.fandom.com/wiki/Celebrity_Auction_List,,1.0,1.000,0.969,FALSE
779,2022-10-10,training,2022,72,regular,He Did It His Way,Kyle Bornheimer;Dan Lippert as Lloyd Garterbelt;Erin Keif as Matilda Gravyman,,https://comedybangbang.fandom.com/wiki/He_Did_It_His_Way,,1.0,1.000,0.969,FALSE
780,2022-10-17,training,2022,83,regular,Bong Hugs,Sharon Horgan;Paul F. Tompkins as Original Fig;Casey Feigh as Weed Seinfeld,,https://comedybangbang.fandom.com/wiki/Bong_Hugs,,1.0,1.000,0.969,FALSE
781,2022-10-24,training,2022,87,regular,Ump-and-coming Umps,Kevin Nealon;Ryan Rosenberg as Donald Ump;Dave Theune as Robby Delmuda,,https://comedybangbang.fandom.com/wiki/Ump-and-coming_Umps,,1.0,1.000,0.969,FALSE
782,2022-10-31,training,2022,79,regular,Unique Stuff,Kurt Braunohler;Mike Hanford as John Lennon;Jacob Wysocki as COOTER the supercomputer;Nick Wiger as Leo Carpazzi,,https://comedybangbang.fandom.com/wiki/Unique_Stuff,,1.0,1.000,0.969,FALSE
783,2022-11-07,training,2022,82,regular,YouTube Review,Natalie Morales;Jillian Bell;Griffin Newman as CJTETHEMAN9888_UNLIMITED and Calvin Ward;Christine Bullen as Piper Adoggy,,https://comedybangbang.fandom.com/wiki/YouTube_Review,,1.0,1.000,0.969,FALSE
784,2022-11-14,training,2022,88,regular,The Princess Sprite,Nick Kroll;John Gemberling as Mutty Brickford;Gil Ozeri as Ned Belanela,,https://comedybangbang.fandom.com/wiki/The_Princess_Sprite,6,1.0,1.000,0.969,TRUE
785,2022-11-21,training,2022,94,regular,Buzzyear Headlines,Jason Mantzoukas;Seth Morris as Bob Ducca;Erin Whitehead as Stacy Buzzaba;Paul F. Tompkins as Shimmy and Jarles,Would You Rather,https://comedybangbang.fandom.com/wiki/Buzzyear_Headlines,15,1.0,1.000,0.969,TRUE
786,2022-11-28,prediction,2023,84,regular,Ford Rock Hard Eve,Max Silvestri;Tim Baltz as Harry Footman;Lily Sullivan as Kayla Dickie,,https://comedybangbang.fandom.com/wiki/Ford_Rock_Hard_Eve,TBD,,,,
787,2022-12-05,prediction,2023,91,regular,"Nature, Nurture, Nietzche",Kristian Bruun;Paul F. Tompkins as Major Bob Driver and Shimmy;Matt Gourley as Teen Giger;Lisa Gilroy as Peonis Pilates,,"https://comedybangbang.fandom.com/wiki/Nature,_Nurture,_Nietzche",TBD,,,,
788,2022-12-12,prediction,2023,142,holiday,2022 Holiday Spectacular,Paul F. Tompkins as Obi Ron Kenobi;Shaun Diston as McGruff the Crime Dog;Jon Gabrus as Gino Lombardo;Lily Sullivan as Francesca Bolognese;Carl Tart as Charles Barkley;Jessica McKenna as Harry Styles;Will Hines as Henry;Vic Michaelis as Susie Tewman;Lisa Gilroy as Dickie Donnelly;Gil Ozeri as Dr. Sweetchat,,https://comedybangbang.fandom.com/wiki/2022_Holiday_Spectacular,TBD,,,,
789,2023-01-02,prediction,2023,93,regular,"Oh My God, Becky",Ben Schwartz as himself and Yohan Breitbark;Drew Tarver as Henry Heimlich;Mary Holland as Barb Nuts,,"https://comedybangbang.fandom.com/wiki/Oh_My_God,_Becky",TBD,,,,
790,2023-01-09,prediction,2023,81,regular,Mannequin Skywalker,Allison Williams;Dan Lippert as Bill Walton;Erin Keif as Macy Hannigan,,https://comedybangbang.fandom.com/wiki/Mannequin_Skywalker,TBD,,,,
791,2023-01-16,prediction,2023,95,regular,She Splashy She Splishy Cruise Ship,Jason Woliner;Lily Sullivan as Chippy Dipps;Will Hines as Bill Smither;Casey Feigh as Joey Salsa,,https://comedybangbang.fandom.com/wiki/She_Splashy_She_Splishy_Cruise_Ship,TBD,,,,
792,2023-01-23,prediction,2023,99,regular,Murder Was Wrote,Paul F. Tompkins as Ted Newguy;Ego Nwodim as Stormy Kirkland and Fred;Matt Apodaca as Ricky Johnson and Maya Newguy,,https://comedybangbang.fandom.com/wiki/Murder_Was_Wrote,TBD,,,,
793,2023-01-30,prediction,2023,84,regular,Coca-Cola Loaded,Reggie Watts;Vic Michaelis as Oopsie Spider-Man;Dave Theune as Tam Pasture,,https://comedybangbang.fandom.com/wiki/Coca-Cola_Loaded,TBD,,,,
794,2023-02-06,prediction,2023,89,regular,Sloppy Firsts,Dan Mangan;Lauren Lapkus as Cabin Fevver;Ryan Rosenberg as Dr. Crack,Would You Rather,https://comedybangbang.fandom.com/wiki/Sloppy_Firsts,TBD,,,,
795,2023-02-13,prediction,2023,82,regular,Dr. Skeletons Celebrity Toilet,John Hodgman;Paul F. Tompkins as Brock Lovett;Lisa Gilroy as Elvis Presley,,https://comedybangbang.fandom.com/wiki/Dr._Skeleton%27s_Celebrity_Toilet,TBD,,,,
796,2023-02-20,prediction,2023,88,regular,Hanss Opus,Zach Galifianakis;Edi Patterson as Bean Dip;Andy Daly as August Lindt,Would You Rather,https://comedybangbang.fandom.com/wiki/Hans%27s_Opus,TBD,,,,
797,2023-02-27,prediction,2023,77,regular,Hold for Room Tone,Jason Alexander;Peter Tilden;Shaun Diston as Tony Nails;Jessica McKenna as Filomena Trappp,,https://comedybangbang.fandom.com/wiki/Hold_for_Room_Tone,TBD,,,,
798,2023-03-01,prediction,2023,91,regular,Hostage Forecast,David Cross;James Mannion as Ryan Headboard;Holly Laurent as Sherry Pie;Greg Hess as Jim Bolt,,https://comedybangbang.fandom.com/wiki/Hostage_Forecast,TBD,,,,
799,2023-03-06,prediction,2023,77,regular,Bruba Go Do,Nick Kroll;Ike Barinholtz;Mitra Jouhari as Andi;Gil Ozeri as Ned Belanela,,https://comedybangbang.fandom.com/wiki/Bruba_Go_Do,TBD,,,,
800,2023-03-13,prediction,2023,119,regular,Operation Golden Orb,"Jason Mantzoukas;Andy Daly as Byron Denniston and Hot Dog;Paul F. Tompkins as Lord Andrew Lloyd Webber, The Griz, and Shimmy",,https://comedybangbang.fandom.com/wiki/Operation_Golden_Orb,TBD,,,,
801,2023-03-20,prediction,2023,85,regular,WiFi For A Wife Guy,Andy Samberg;Neil Campbell as Himself and Dirty Dog;Lily Sullivan as Sister Margaret,,https://comedybangbang.fandom.com/wiki/WiFi_For_A_Wife_Guy,TBD,,,,
802,2023-03-27,prediction,2023,76,regular,Crown Prince of Slime,Jay Pharoah;Bobby Moynihan as Batman;Tim Baltz as Darren Matichek,,https://comedybangbang.fandom.com/wiki/Crown_Prince_of_Slime,TBD,,,,
803,2023-04-03,prediction,2023,82,regular,John Wick,David Wain;Katie Rich as Leia;Hannah Pilkes as Susan Christmas,,https://comedybangbang.fandom.com/wiki/John_Wick:_My_Eyes_Are_Up_Here,TBD,,,,
804,2023-04-10,prediction,2023,90,special,Wet Day Special 2023,Paul F. Tompkins as himself and Spike Minksalmon;Drew Tarver as Ike Minksalmon;Ryan Gaul as Pudge,,https://comedybangbang.fandom.com/wiki/Wet_Day_Special_2023,TBD,,,,
805,2023-04-17,prediction,2023,78,regular,Wet Work Nurse,Jon Gabrus as Gino Lombardo;Dave Theune as Robby Delmuda;Ben Rodgers as Ernest Taylor,,https://comedybangbang.fandom.com/wiki/Wet_Work_Nurse,TBD,,,,
806,2023-04-20,prediction,2023,74,regular,Swiwwy Boys with Aunty Donna,Broden Kelly as himself and Australian Dad on a Holiday;Zachary Ruane as himself and Jimmy/A Slice of Lime;Mark Bonanno as himself and Silly Boy,,https://comedybangbang.fandom.com/wiki/Swiwwy_Boys_with_Aunty_Donna,TBD,,,,
807,2023-04-24,prediction,2023,125,live,Live at Largo,Jason Mantzoukas;Paul F. Tompkins as Drew L. Barrymore;Andy Daly as Dalton Wilcox;Carl Tart as The Chief;Tim Baltz as Randy Snutz;Lily Sullivan as Francesca Bolognese;Gil Ozeri as Dr. Sweetchat,,https://comedybangbang.fandom.com/wiki/Live_at_Largo,TBD,,,,
808,2023-04-26,prediction,2023,128,live,Live at the Bell House #1,Jason Mantzoukas;Adam Scott;Paul F. Tompkins as Big Chunky Bubbles;Mike Hanford as John Lennon;Griffin Newman as Silver Screen Sammy,,https://comedybangbang.fandom.com/wiki/Live_at_the_Bell_House_Pt._1,TBD,,,,
809,2023-04-28,prediction,2023,117,live,Live at the Bell House #2,Jason Mantzoukas;Paul F. Tompkins as Cal Solomon;Ego Nwodim as Pastor Pasta;Connor Ratliff as Mr. Books,,https://comedybangbang.fandom.com/wiki/Live_at_the_Bell_House_Pt._2,TBD,,,,
810,2023-05-01,prediction,2023,163,anniversary,The 14th Anniversary Show!,Jason Mantzoukas;Andy Daly as Hot Dog;Paul F. Tompkins as Fred Guinness and Shimmy;Jessica McKenna as Dagmar the Small;Shaun Diston as Rudi North;Drew Tarver as Clam;Lisa Gilroy as Pearl;Lily Sullivan as Bicky;Tim Baltz as Harry Footman;Carl Tart as Snake Eyes and The Chief;Will Hines as Anniversary Man the Demon;Dan Lippert as Bill Walton,,https://comedybangbang.fandom.com/wiki/The_14th_Anniversary_Show!,TBD,,,,
811,2023-05-08,prediction,2023,64,regular,We Bought An Oil Rig,Dan Ahdoot;Vic Michaelis as Taylor Stephanie;Casey Feigh as Weed Foxworthy,,https://comedybangbang.fandom.com/wiki/We_Bought_An_Oil_Rig,TBD,,,,
812,2023-05-15,prediction,2023,90,regular,Oops I Dropped This,Sean Clements;Hayes Davenport;Will Hines as Kenny Kicks;Christine Bullen as Fifinella,,https://comedybangbang.fandom.com/wiki/Oops_I_Dropped_This,TBD,,,,
